time,motor, para, direct
2019-7-6-3-53-52-253053,0,0,0
2019-7-6-3-53-53-253607,0,0,0
2019-7-6-3-53-54-254202,0,0,0
2019-7-6-3-53-55-254589,0,0,0
2019-7-6-3-53-56-254726,0,0,0
2019-7-6-3-53-57-254978,0,0,0
2019-7-6-3-53-58-262272,0,0,0
2019-7-6-3-53-59-503549,0,0,0
2019-7-6-3-54-0-518611,0,0,0
