time, event, latitude,longitude,height,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude,humidity,l2_accel
2019-7-6-3-23-55-443462,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-55-544000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-55-644928,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-55-746071,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-55-846154,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-55-946316,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-56-46372,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-56-147486,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-56-248149,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-56-362789,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-56-464054,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-56-565012,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-56-665391,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-56-766415,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-56-867359,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-56-968279,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-57-68875,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-57-169752,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-57-270531,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-57-370624,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-57-471289,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-3-23-57-571999,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
