time, event, latitude,longitude,height,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude,humidity,l2_accel
2019-7-6-1-11-6-917085,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-7-18445,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-7-119685,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-7-224256,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-7-324778,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-7-425812,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-7-525968,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-7-626677,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-7-726744,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-7-863848,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-7-963997,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
2019-7-6-1-11-8-66679,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000000,0.000000 
