time, event, latitude,longitude,height,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude,humidity,l2_accel
2019-6-30-10-7-36-662814,,0.000000,0.000000,0.000000,0.060140,-0.022504,1.019171,0.283011,-0.399984,-0.027243,-1.143490,-4.209617,4.663305,995.300078,32.360000,148.450207,46.637695,1.021192 
2019-6-30-10-7-36-769882,,0.000000,0.000000,0.000000,0.152043,0.050820,1.032084,-0.061798,-0.283452,-0.162399,-2.321715,-7.474915,11.016843,995.300078,32.360000,148.450207,46.637695,1.044460 
2019-6-30-10-7-36-875965,,0.000000,0.000000,0.000000,0.039825,-0.027387,0.939851,-0.846132,0.508332,-0.819558,-3.486970,-8.924322,16.234550,995.300078,32.360000,148.450207,46.637695,0.941093 
2019-6-30-10-7-36-982364,,0.000000,0.000000,0.000000,-0.010512,-0.079401,1.042691,0.157965,1.049490,0.161657,-2.693437,-10.599422,18.851944,995.300078,32.360000,148.450207,46.637695,1.045762 
2019-6-30-10-7-37-83065,,0.000000,0.000000,0.000000,-0.079228,-0.050104,0.970749,-0.176734,1.064922,0.486246,-4.831928,-10.767657,18.867708,995.300078,32.360000,148.450207,46.637695,0.975265 
2019-6-30-10-7-37-187918,,0.000000,0.000000,0.000000,-0.172083,-0.246909,0.837012,-0.930737,1.188904,0.431970,-8.110831,-10.965734,17.533432,995.237813,32.350000,148.976192,46.535156,0.889475 
2019-6-30-10-7-37-288568,,0.000000,0.000000,0.000000,-0.264549,-0.219097,0.994038,-1.469235,0.500350,0.450062,-11.498871,-11.170812,14.318348,995.237813,32.350000,148.976192,46.535156,1.051713 
2019-6-30-10-7-37-389121,,0.000000,0.000000,0.000000,-0.331124,-0.529272,0.845313,-1.378776,1.601823,1.212579,-14.679251,-11.440064,11.692631,995.237813,32.350000,148.976192,46.535156,1.050869 
2019-6-30-10-7-37-489700,,0.000000,0.000000,0.000000,-0.368305,-0.354122,0.514428,-1.585768,1.212849,2.165593,-17.891294,-10.715584,9.283455,995.237813,32.350000,148.976192,46.535156,0.725043 
2019-6-30-10-7-37-597123,,0.000000,0.000000,0.000000,-0.362271,-0.164960,0.381613,-0.410331,-0.073799,1.899537,-22.359957,-10.841410,7.049061,995.237813,32.350000,148.976192,46.535156,0.551435 
2019-6-30-10-7-37-698095,,0.000000,0.000000,0.000000,-0.488413,0.026484,0.653469,0.278754,-0.061561,0.907679,-25.194788,-8.775200,7.414246,995.079844,32.320000,150.310743,45.251953,0.816254 
2019-6-30-10-7-37-798862,,0.000000,0.000000,0.000000,-0.507296,-0.018258,0.530569,-0.312423,0.803122,-0.035757,-26.616308,-7.764326,7.661819,995.079844,32.320000,150.310743,45.251953,0.734292 
2019-6-30-10-7-37-899536,,0.000000,0.000000,0.000000,-0.691838,-0.083648,0.559161,-0.006990,1.193693,0.694302,-26.426004,-7.295682,6.757668,995.079844,32.320000,150.310743,45.251953,0.893475 
2019-6-30-10-7-38-380,,0.000000,0.000000,0.000000,-0.745370,-0.164111,0.308057,-0.285817,0.741929,0.343640,-27.899120,-5.828219,3.000535,995.079844,32.320000,150.310743,45.251953,0.823048 
2019-6-30-10-7-38-101021,,0.000000,0.000000,0.000000,-0.785471,-0.114644,0.432571,0.616646,-0.852280,-0.286382,-29.425976,-5.657805,0.307096,995.079844,32.320000,150.310743,45.251953,0.904006 
2019-6-30-10-7-38-201230,,0.000000,0.000000,0.000000,-0.813698,-0.129505,0.520192,0.275030,-0.200442,1.062524,-29.197289,-5.571959,0.400237,995.177305,32.330000,149.487354,46.185547,0.974410 
2019-6-30-10-7-38-315325,,0.000000,0.000000,0.000000,-0.680352,0.113093,0.457705,-0.134697,-0.426058,1.530251,-30.130518,-1.326505,2.025762,995.177305,32.330000,149.487354,46.185547,0.827746 
2019-6-30-10-7-38-416479,,0.000000,0.000000,0.000000,-0.582631,0.091083,0.593287,-0.489084,-0.518113,1.521737,-31.924015,2.808667,2.600508,995.177305,32.330000,149.487354,46.185547,0.836507 
2019-6-30-10-7-38-519765,,0.000000,0.000000,0.000000,-0.483741,0.212049,0.639403,-0.551873,0.264624,1.959133,-32.294338,8.903615,3.759569,995.177305,32.330000,149.487354,46.185547,0.829341 
2019-6-30-10-7-38-620352,,0.000000,0.000000,0.000000,-0.470893,0.317626,0.558008,-1.275546,1.389510,1.945298,-31.121685,13.784780,2.711030,995.177305,32.330000,149.487354,46.185547,0.796241 
2019-6-30-10-7-38-720616,,0.000000,0.000000,0.000000,-0.393612,0.359499,0.660386,-2.462157,2.338267,2.137391,-28.679365,18.555441,1.154236,995.277187,32.330000,148.643571,46.578125,0.848693 
2019-6-30-10-7-38-834869,,0.000000,0.000000,0.000000,-0.325868,0.093409,0.844160,-2.485038,4.768957,1.463205,-25.237875,25.763226,-4.159630,995.277187,32.330000,148.643571,46.578125,0.909682 
2019-6-30-10-7-38-940609,,0.000000,0.000000,0.000000,0.048692,-0.076217,-0.030978,-1.701769,8.355927,4.503163,-19.017418,31.618900,-10.081177,995.277187,32.330000,148.643571,46.578125,0.095601 
2019-6-30-10-7-39-41075,,0.000000,0.000000,0.000000,0.394054,0.226723,-0.727711,1.017859,6.266854,4.370667,-1.101868,35.101192,-15.427355,995.277187,32.330000,148.643571,46.578125,0.858047 
2019-6-30-10-7-39-145487,,0.000000,0.000000,0.000000,0.646706,-0.059020,-1.296450,5.369475,1.500722,5.069863,18.633806,30.501905,-18.706093,995.277187,32.330000,148.643571,46.578125,1.449998 
2019-6-30-10-7-39-245869,,0.000000,0.000000,0.000000,1.303731,-1.081473,-1.349317,6.472544,-0.569728,7.869840,27.631184,17.563885,-24.019419,995.071289,32.320000,150.383020,46.588867,2.165630 
2019-6-30-10-7-39-361516,,0.000000,0.000000,0.000000,0.670568,-0.706121,-1.006330,1.397255,-1.727605,6.504971,26.634632,-19.008940,-19.126944,995.071289,32.320000,150.383020,46.588867,1.400346 
2019-6-30-10-7-39-467146,,0.000000,0.000000,0.000000,0.188481,-0.470040,-0.968488,-2.102982,-6.340488,6.002656,7.139771,-32.647713,-16.922380,995.071289,32.320000,150.383020,46.588867,1.092901 
2019-6-30-10-7-39-567277,,0.000000,0.000000,0.000000,0.362130,-0.326098,-0.832147,-3.899394,-11.148126,3.939656,-17.313301,-25.755211,-11.668453,995.071289,32.320000,150.383020,46.588867,0.964337 
2019-6-30-10-7-39-671989,,0.000000,0.000000,0.000000,0.440328,-0.989971,-0.153593,-8.307945,-7.761761,1.869738,-21.143587,-15.992320,10.176114,995.071289,32.320000,150.383020,46.588867,1.094313 
2019-6-30-10-7-39-773304,,0.000000,0.000000,0.000000,0.433233,-1.737491,0.573457,-5.426024,-3.888514,3.263873,-9.876482,-21.077034,17.533848,994.915391,32.270000,151.700258,46.055664,1.880271 
2019-6-30-10-7-39-886264,,0.000000,0.000000,0.000000,-0.298031,-2.495626,1.093188,0.217561,-0.650609,5.076781,-2.271327,-39.928524,11.536542,994.915391,32.270000,151.700258,46.055664,2.740809 
2019-6-30-10-7-39-986320,,0.000000,0.000000,0.000000,-0.030952,-1.256836,0.834936,0.399544,0.433304,8.983019,-23.696821,-29.706751,10.431522,994.915391,32.270000,151.700258,46.055664,1.509210 
2019-6-30-10-7-40-90666,,0.000000,0.000000,0.000000,0.129631,-0.612708,0.938007,-1.099417,2.653277,7.793747,-27.923903,10.049528,7.611379,994.915391,32.270000,151.700258,46.055664,1.127861 
2019-6-30-10-7-40-190976,,0.000000,0.000000,0.000000,0.674277,-0.449871,0.505896,4.384535,5.919917,6.744954,-10.703602,31.122562,3.198730,994.915391,32.270000,151.700258,46.055664,0.955492 
2019-6-30-10-7-40-291023,,0.000000,0.000000,0.000000,0.630099,0.305816,-0.976650,6.427847,6.439791,4.491989,5.860201,35.154934,-6.366535,994.917461,32.260000,151.682764,46.099609,1.201829 
2019-6-30-10-7-40-402910,,0.000000,0.000000,0.000000,0.863564,-1.196330,-1.438356,5.997900,1.072903,6.553393,30.405357,15.474526,-23.396523,994.917461,32.260000,151.682764,46.099609,2.060538 
2019-6-30-10-7-40-503149,,0.000000,0.000000,0.000000,0.846958,-1.010777,-0.934727,3.033501,-1.241254,5.213534,31.462194,-10.289007,-20.810385,994.917461,32.260000,151.682764,46.099609,1.616392 
2019-6-30-10-7-40-606807,,0.000000,0.000000,0.000000,0.117055,-0.867259,-0.715839,-0.477910,-2.181497,7.507471,22.708630,-26.955315,-15.720855,994.917461,32.260000,151.682764,46.099609,1.130604 
2019-6-30-10-7-40-707066,,0.000000,0.000000,0.000000,-0.180259,-0.571096,-1.043615,-2.511112,-9.133548,7.447342,0.608780,-33.586109,-14.030192,994.917461,32.260000,151.682764,46.099609,1.203236 
2019-6-30-10-7-40-808348,,0.000000,0.000000,0.000000,0.250717,-0.305080,-0.892805,-3.480089,-11.088529,3.584205,-19.294395,-24.273069,-6.142082,994.896602,32.210000,151.859024,46.004883,0.976234 
2019-6-30-10-7-40-919771,,0.000000,0.000000,0.000000,0.976750,-1.559156,1.214474,-3.632805,-5.510925,-0.151225,-8.030362,-20.975351,18.157442,994.896602,32.210000,151.859024,46.004883,2.204531 
2019-6-30-10-7-41-24665,,0.000000,0.000000,0.000000,1.022863,-1.627518,1.518150,0.921546,1.430483,0.298942,8.788383,-28.846209,19.120640,994.896602,32.210000,151.859024,46.004883,2.449458 
2019-6-30-10-7-41-125028,,0.000000,0.000000,0.000000,0.343749,-0.772360,0.388530,4.613343,6.522268,5.375296,2.173706,-28.609295,20.003666,994.896602,32.210000,151.859024,46.004883,0.930408 
2019-6-30-10-7-41-229504,,0.000000,0.000000,0.000000,0.301506,0.131166,-0.431470,6.477334,6.623901,1.858032,-23.287077,-8.549885,9.224812,994.896602,32.210000,151.859024,46.004883,0.542473 
2019-6-30-10-7-41-329539,,0.000000,0.000000,0.000000,-0.904022,0.638116,-1.065875,3.743339,3.241794,0.027033,-27.693306,-1.432391,-4.655079,994.875430,32.170000,152.037928,45.720703,1.536404 
2019-6-30-10-7-41-444579,,0.000000,0.000000,0.000000,-0.346503,0.270027,-0.236696,-3.387501,-6.956143,0.452191,-31.283169,-1.898313,-10.121361,994.875430,32.170000,152.037928,45.720703,0.499003 
2019-6-30-10-7-41-563821,,0.000000,0.000000,0.000000,0.682661,-0.847727,1.500626,-3.458804,-1.582338,-0.121427,-26.000065,-4.086964,13.382350,994.875430,32.170000,152.037928,45.720703,1.853792 
2019-6-30-10-7-41-664825,,0.000000,0.000000,0.000000,-0.117188,-0.472800,0.966368,0.027597,3.712182,-0.007555,-20.426912,-11.777854,19.786869,994.875430,32.170000,152.037928,45.720703,1.082192 
2019-6-30-10-7-41-768037,,0.000000,0.000000,0.000000,-0.660691,-0.114856,0.507280,0.901326,3.026289,-0.067683,-23.571209,-11.915745,12.611296,994.875430,32.170000,152.037928,45.720703,0.840855 
2019-6-30-10-7-41-878376,,0.000000,0.000000,0.000000,-0.799292,-0.128868,0.334113,0.120185,0.265156,0.538925,-27.061897,-9.223867,3.414145,995.058359,32.150000,150.492261,45.762695,0.875846 
2019-6-30-10-7-41-984031,,0.000000,0.000000,0.000000,-0.691254,-0.111884,0.400751,0.098368,-0.070607,0.276593,-27.882624,-5.128623,-0.801307,995.058359,32.150000,150.492261,45.762695,0.806815 
2019-6-30-10-7-42-84402,,0.000000,0.000000,0.000000,-0.716755,-0.107213,0.446406,0.438920,-0.431911,-0.577979,-28.000565,-4.026196,-0.885480,995.058359,32.150000,150.492261,45.762695,0.851182 
2019-6-30-10-7-42-214212,,0.000000,0.000000,0.000000,-0.691448,-0.105515,0.516503,0.119653,-0.419672,-0.281593,-25.512056,-3.548926,2.659871,995.058359,32.150000,150.492261,45.762695,0.869488 
2019-6-30-10-7-42-323181,,0.000000,0.000000,0.000000,-0.659329,-0.163474,0.610119,0.060588,-0.058368,-0.174638,-24.738377,-3.814848,4.359216,995.095625,32.140000,150.177412,46.210938,0.913063 
2019-6-30-10-7-42-424010,,0.000000,0.000000,0.000000,-0.648038,-0.062842,0.525265,-0.128844,-0.253653,-0.068215,-24.193647,-4.732764,6.348595,995.095625,32.140000,150.177412,46.210938,0.836544 
2019-6-30-10-7-42-524032,,0.000000,0.000000,0.000000,-0.677432,0.032568,0.859378,0.880574,-0.468627,-0.973339,-23.492580,-5.672419,7.972529,995.095625,32.140000,150.177412,46.210938,1.094763 
2019-6-30-10-7-42-625024,,0.000000,0.000000,0.000000,-0.526373,-0.141182,0.330424,1.887331,-0.209488,-1.138826,-22.125889,-7.001314,8.278989,995.095625,32.140000,150.177412,46.210938,0.637323 
2019-6-30-10-7-42-725706,,0.000000,0.000000,0.000000,-0.297253,-0.208694,0.575763,1.077455,-2.153295,-1.193634,-20.418583,-5.913994,8.517256,995.095625,32.140000,150.177412,46.210938,0.680746 
